TeamId,Name,Tag,Region,EstablishedDate
8360860,HF,HF,Unknown,2000-01-01
1115421,BBUBU+4,Pensiunn,Unknown,2000-01-01
5076975,New Beginning,NB,Unknown,2000-01-01
8574375,ThunderCoast,,Unknown,2000-01-01
992217,Gofigure,GF,Unknown,2000-01-01
6713506,Kaban,Kaban,Unknown,2000-01-01
2684597,Beyte Tombu,BT,Unknown,2000-01-01
8741219,cyxariki,cyxariki,Unknown,2000-01-01
9492695,Ghost Sheep,,Unknown,2000-01-01
1064548,Celestial eSports,ceL',Unknown,2000-01-01
9538207,Myth Avenue Gaming,MAG,Unknown,2000-01-01
7407260,Team Saiyan,TSaiyin,Unknown,2000-01-01
4259604,Veteran,Veteran,Unknown,2000-01-01
2355689,Malaya Dubna,,Unknown,2000-01-01
8575072,team brasil,BR,Unknown,2000-01-01
7408845,Execration,XctN,Unknown,2000-01-01
8406632,Selemene,Selemene,Unknown,2000-01-01
4592777,Double Dimension,DD,Unknown,2000-01-01
7204148,Flash Point Gaming,fP,Unknown,2000-01-01
5197722,Effect,Effect,Unknown,2000-01-01
7079109,beastcoast,bc,Unknown,2000-01-01
4221905,Exdee Dota 2,xD,Unknown,2000-01-01
8113533,N1ghtmares,N1ght,Unknown,2000-01-01
8746180,NINFAW,NINFAW,Unknown,2000-01-01
59,Kaipi,KP,Unknown,2000-01-01
8620778,МГАФК,МГАФК,Unknown,2000-01-01
8936387,Laos,LAO,Unknown,2000-01-01
8750143,Team Bhedos ,TB,Unknown,2000-01-01
2099608,Luminous.Dota 2,LUMI,Unknown,2000-01-01
2686375,@__@,@__@,Unknown,2000-01-01
7716098,Leopard Gaming,,Unknown,2000-01-01
3718685,MVP.Revolution,MVP.R,Unknown,2000-01-01
6435075,NoLifer5,NL5,Unknown,2000-01-01
1521260,ColourfulRainbows,colR,Unknown,2000-01-01
8936418,Philippines,PHL,Unknown,2000-01-01
7655250,Arassa Deniz,AD,Unknown,2000-01-01
8820860,Overlord,不死者,Unknown,2000-01-01
2701329,Team Freedom Dota 2,Freedom,Unknown,2000-01-01
9651814,Yellow Submarine,,Unknown,2000-01-01
4287101,TEAM EVER,EVER,Unknown,2000-01-01
8969481,Team Sexy,Sexy,Unknown,2000-01-01
9261979,YG,YG,Unknown,2000-01-01
9887333,Dynamo,DYN,Unknown,2000-01-01
6187452,Team.PhoeniX,PhoeniX,Unknown,2000-01-01
6767698,You Rock,YouRock,Unknown,2000-01-01
7282863,Team Sincere,,Unknown,2000-01-01
10061446,Flame esports,FLAME,Unknown,2000-01-01
2679744,Intelligence Quotient xD,IQ,Unknown,2000-01-01
8545488,cybercats,CC,Unknown,2000-01-01
1175580,sQreen's squad v2.0,ss,Unknown,2000-01-01
5039050,Team Kinguin,KGN,Unknown,2000-01-01
8848272,LAST DANCE,LD,Unknown,2000-01-01
7300262,Thunder Predator,ThunderP,Unknown,2000-01-01
7485273,Team Strawberry,TS,Unknown,2000-01-01
8979725,Business Club,bs,Unknown,2000-01-01
8732391,FLUX,FLUX,Unknown,2000-01-01
9440022,Elite Eclipse,EE,Unknown,2000-01-01
8263697,Good Game No Remorse,GGNR,Unknown,2000-01-01
1725846,Chimpanzini Bananini,@LF,Unknown,2000-01-01
6849080,Optimus Amicus,OA,Unknown,2000-01-01
9635581,Eye Gaming,,Unknown,2000-01-01
5028043,Sacred,//////////,Unknown,2000-01-01
7469922,Demon Slayers,DemSlay,Unknown,2000-01-01
6211921,4ayniy Zavar,4Z,Unknown,2000-01-01
6594251,TEAM UKRAINE,UKRAINA,Unknown,2000-01-01
2127330,xant!c,xantic,Unknown,2000-01-01
8829652,Positive Vibes,PV,Unknown,2000-01-01
5066616,Team Serenity,Serenity,Unknown,2000-01-01
6795631,Flower Gaming,FG,Unknown,2000-01-01
8068278,Search you Smolensk,SYS,Unknown,2000-01-01
5682494,Club Deportivo Municipal eSports,CDM,Unknown,2000-01-01
9303964,Chimera,Chimera,Unknown,2000-01-01
7566229,Apollo,,Unknown,2000-01-01
6380237,BlackHole,Bhole,Unknown,2000-01-01
9011260,Unity Gaming,,Unknown,2000-01-01
8475822,RaccoonGaming,RG,Unknown,2000-01-01
2308619,Note,Note,Unknown,2000-01-01
8261242,Team TikTok,TTT,Unknown,2000-01-01
1592768,AG-NoLimitz,AG-NL,Unknown,2000-01-01
8736159,The OutStanding,Ost,Unknown,2000-01-01
9346059,Gantz,Gz,Unknown,2000-01-01
7019918,drop,drop,Unknown,2000-01-01
6763958,Team Odd,Odd,Unknown,2000-01-01
6711721,Old but Gold,gOLD,Unknown,2000-01-01
2191966,Super Trash Brothers,trashBRO,Unknown,2000-01-01
5528506,slojniy memas,slojniymem,Unknown,2000-01-01
9964743,DAVDDCLUB,DD+,Unknown,2000-01-01
7913710,KVP,KVP,Unknown,2000-01-01
6568394,Tentakel-Esport,Tentakel,Unknown,2000-01-01
8407921,SibFamily,SB,Unknown,2000-01-01
977635,TMNTDOTA2,TMNT,Unknown,2000-01-01
7409177,J.Storm,J.Storm,Unknown,2000-01-01
9324046,Continuum Esports Blue,Ce,Unknown,2000-01-01
8335089,Galkynysh Esports,GLKN,Unknown,2000-01-01
9916737,КП(Ф)У ,,Unknown,2000-01-01
9678512,NoLifer5,NL5,Unknown,2000-01-01
8300691,Infinite War,IW,Unknown,2000-01-01
5766651,Lithium,,Unknown,2000-01-01
1218336,Eternal,Eternal,Unknown,2000-01-01
4369633,Entity Gaming,,Unknown,2000-01-01
1827850,Sua Empresa Aqui,SEA,Unknown,2000-01-01
9449669,Business Club,BC,Unknown,2000-01-01
9120269,Yonko,,Unknown,2000-01-01
9055339,saykalitatsh,saya,Unknown,2000-01-01
9741253,Edge,Edge,Unknown,2000-01-01
7667536,MOTIVADE.TRUST GAMING,MG.Trust,Unknown,2000-01-01
9360373,The Mad Ronin,TMR,Unknown,2000-01-01
9819437,Team Yakuza,Yakuza,Unknown,2000-01-01
2429870,TLC GAMING,TLC,Unknown,2000-01-01
2535378,Team FanTuan,FT,Unknown,2000-01-01
7640557,forZe eSports,forZe,Unknown,2000-01-01
9330573,Teiko,,Unknown,2000-01-01
6546834,ReRise,RR,Unknown,2000-01-01
1852655,FuKCing Noobs,F|N,Unknown,2000-01-01
6666979,LOUVRE ESPORTS,Louvre,Unknown,2000-01-01
862976,Megalodon Gaming.,MeGa,Unknown,2000-01-01
9209880,Prodigy Of God,POG,Unknown,2000-01-01
2585648,---uioyuiruy,TLC,Unknown,2000-01-01
9460652,Remittance,,Unknown,2000-01-01
8403929,Salty ,Salty,Unknown,2000-01-01
2860081,team_ftd_a,FTD.a,Unknown,2000-01-01
9409263,Uzbekistan,UZB,Unknown,2000-01-01
2154552,.Skynet.,Sky,Unknown,2000-01-01
6382750,ELFinger Esports,ELF,Unknown,2000-01-01
1966890,London Conspiracy Dota2,LC,Unknown,2000-01-01
8719071,Team Young,Young,Unknown,2000-01-01
7136618,2Be.Dota2,2Be,Unknown,2000-01-01
8598475,黑豚,黑豚,Unknown,2000-01-01
8962567,Star Foxes,SF,Unknown,2000-01-01
2024718,#section80.,#80,Unknown,2000-01-01
9264152,MAG Indonesia,MAG.ID,Unknown,2000-01-01
8936507,FenixTeam,FT,Unknown,2000-01-01
8937275,Lilgun,lg,Unknown,2000-01-01
9628678,Teiko,Teiko,Unknown,2000-01-01
2348036,Alliance Indonesia,[A],Unknown,2000-01-01
9017436,esc,esc,Unknown,2000-01-01
8830022,Poland,POL,Unknown,2000-01-01
5327206,Thunder Predator,ThunderP,Unknown,2000-01-01
8022502,DevilTear,DT,Unknown,2000-01-01
8927440,INFINITY,,Unknown,2000-01-01
8413838,TEAM D,TD,Unknown,2000-01-01
7,DK,DK,Unknown,2000-01-01
8070280,Into The Breach,ITB,Unknown,2000-01-01
460316,UrsaStroitHramm,USH,Unknown,2000-01-01
9973579,chandogs,,Unknown,2000-01-01
5326172,Vzpoura Goliardu ,VZG,Unknown,2000-01-01
3328127,No Strategy,N.S|,Unknown,2000-01-01
2488123,CoreNexGen,CoreNexGen,Unknown,2000-01-01
9956444,4eZaPuCи,4eZa,Unknown,2000-01-01
6330119,Team Solid,TS,Unknown,2000-01-01
3098628,Brain DDOSed,DDOSed,Unknown,2000-01-01
1990162,Moscow Five International,M5.Int,Unknown,2000-01-01
6187626,Tigers,Tigers,Unknown,2000-01-01
570152,Insidious Gaming Int,iSg.Int,Unknown,2000-01-01
2349149,Thunder Awaken PE,[Tw],Unknown,2000-01-01
8049087,Symmetric,Symmetric,Unknown,2000-01-01
2850016,Sanguine Sharks,SHARKS,Unknown,2000-01-01
454891,MEKA.Tt eSPORT,MEKA.Tt,Unknown,2000-01-01
8655598,Apex,Apex,Unknown,2000-01-01
8215803,Сascade Esports,Cascade,Unknown,2000-01-01
7358634,S A D B O Y S . A U,SAD,Unknown,2000-01-01
1730778,Avernus.ir,AvernuS,Unknown,2000-01-01
8701944,Team Domino,TD,Unknown,2000-01-01
9828921,Air Defence,,Unknown,2000-01-01
7237001,Tisumejik Esport,,Unknown,2000-01-01
8811024,Brodie,,Unknown,2000-01-01
3265632,PG.Barracx,BrX,Unknown,2000-01-01
873585,FlawlessFurionFarmers,FFF,Unknown,2000-01-01
1936852,BalkanBearsRo,BB.RO,Unknown,2000-01-01
119,e-Club[MUFC],MUFC.,Unknown,2000-01-01
8687717,Ancient Tribe,ATT,Unknown,2000-01-01
8309784,CyberLife eSports,Clife,Unknown,2000-01-01
94252,The GD B-Team,[GD],Unknown,2000-01-01
9042172,DerzhaWIN,DerzhaWIN,Unknown,2000-01-01
5012612,WipeouT,w/o,Unknown,2000-01-01
8944337,Old G,OLG,Unknown,2000-01-01
1513643,Diego y sus Amigos,DysA-,Unknown,2000-01-01
8336220,The Infinity Gauntlet,TIG,Unknown,2000-01-01
2120771,Team ICE`,ICE,Unknown,2000-01-01
5021898,Team.Serenity,Serenity,Unknown,2000-01-01
6928546,Uvajenie.Hope,Uvj.Hope,Unknown,2000-01-01
8193371,Team Myanmar,,Unknown,2000-01-01
6211207,Dread eSports,Dread,Unknown,2000-01-01
8151502,TEAM STAR,STAR | ,Unknown,2000-01-01
9759380,Team Invictus,TP,Unknown,2000-01-01
7204995,Pusing Gaming,PG,Unknown,2000-01-01
8556552,01 Esports,01,Unknown,2000-01-01
6324964,BITCHBUILD,bb,Unknown,2000-01-01
5638182,Madefake Esports,Mdfk,Unknown,2000-01-01
8359797,Level UP,lvlUP,Unknown,2000-01-01
5031582,2Be.Dota2,-2Be-,Unknown,2000-01-01
3259967,you were my everything.,,Unknown,2000-01-01
2208748,VDuobao,VDuoBao,Unknown,2000-01-01
7300277,KZ TEAM,KZ,Unknown,2000-01-01
1775760,_---_,uFrag,Unknown,2000-01-01
7425071,Yakovlev eSports,YaKs,Unknown,2000-01-01
8195590,Team Kazakhstan,KAZ,Unknown,2000-01-01
2837183,Dragon Slayerzzz,Dragneel,Unknown,2000-01-01
9062430,Universitario  eSports 1,UNV,Unknown,2000-01-01
8462963,AVØID,AVØID,Unknown,2000-01-01
9156114,TEAM FREEDOM ESPORT,TF,Unknown,2000-01-01
2715044,Last Kings,LK,Unknown,2000-01-01
9895270,YBN Team ,YBN,Unknown,2000-01-01
7683797,F.R.I.E.N.D.S,Friends,Unknown,2000-01-01
8144630,Sudor Esports,SDR,Unknown,2000-01-01
1491448,surprise waka waka,wakawaka,Unknown,2000-01-01
7315013,Looking for sponsors,,Unknown,2000-01-01
8588969,HYDRA,HYDRA,Unknown,2000-01-01
6206875,LetMeAimyOu,LMAO,Unknown,2000-01-01
6214701,BIG LIONS,BL,Unknown,2000-01-01
818303,FataL.RaGe.(not)PrO,F.R.N.P,Unknown,2000-01-01
7849151,CR,CR,Unknown,2000-01-01
9136712,2late,NP,Unknown,2000-01-01
3329893,DTT GAMING,,Unknown,2000-01-01
1829282,Denial Esports|,Denial,Unknown,2000-01-01
8513223,Farmadores de Aura,AURA,Unknown,2000-01-01
560622,Sensei gaming.mtrx,O N E,Unknown,2000-01-01
9238400,BeshennayaTamara,Besh,Unknown,2000-01-01
62266,OtherWise,OtherW,Unknown,2000-01-01
9373482,Team Antares,[T.A.],Unknown,2000-01-01
9572608,WW TEAM,,Unknown,2000-01-01
7451388,LieYing Team,,Unknown,2000-01-01
4149284,Place Holder,PH,Unknown,2000-01-01
9677613,Studenite,STUD,Unknown,2000-01-01
10033620,StrongBoys,SB,Unknown,2000-01-01
5029074,Keen Gaming,KG,Unknown,2000-01-01
8300351,zxc and pause,zxc,Unknown,2000-01-01
9641437,Illugi,Illugi,Unknown,2000-01-01
8599217,Slot Seekers,sS.,Unknown,2000-01-01
2052902,Extraordinary-Team,,Unknown,2000-01-01
8118868,We must move forward,WMMF,Unknown,2000-01-01
5260723,Fatal Error,FtE,Unknown,2000-01-01
9724428,Shinigami Gaming,,Unknown,2000-01-01
8359478,Royale 5,R5,Unknown,2000-01-01
5208684,Sporkface Killaz,,Unknown,2000-01-01
9487554,Dark Reef,DarkReef.,Unknown,2000-01-01
8944282,Pull Up,Pup,Unknown,2000-01-01
7422393,Revive,Revive,Unknown,2000-01-01
3262331,Team EVOS,EVOS,Unknown,2000-01-01
9033695,Spartans,,Unknown,2000-01-01
9224769,Looking for org,LFO,Unknown,2000-01-01
8022932,ABEROMON RAFT,ABEROO,Unknown,2000-01-01
7009107,ReRise,RR,Unknown,2000-01-01
2533075,Cloud 9,C9,Unknown,2000-01-01
9181465,Wanderlust,Twt,Unknown,2000-01-01
2447566,Tamo ai na strada,TANS,Unknown,2000-01-01
2337461,Microsoft Corporation,,Unknown,2000-01-01
7299465,MODUS,MODUS,Unknown,2000-01-01
1287653,Assail,^,Unknown,2000-01-01
8793513,Rakuzan,,Unknown,2000-01-01
3927252,Team Buriza,TB,Unknown,2000-01-01
8254145,Execration,XctN,Unknown,2000-01-01
5126720,Clutch Gamers,CG,Unknown,2000-01-01
9247798,Passion UA,PassionUA,Unknown,2000-01-01
1748111,Duza Gaming.,Duza,Unknown,2000-01-01
3931472,New Beginning,NB,Unknown,2000-01-01
9966313,миумиу|>.<,миумиу|>.<,Unknown,2000-01-01
9906210,Teiko,,Unknown,2000-01-01
9426457,GOTF eSports,GF,Unknown,2000-01-01
9671463,Apple City Gang,AppleGG,Unknown,2000-01-01
784775,Cede.Nullis,TCN,Unknown,2000-01-01
9104106,Rakuzan,Rakuzan,Unknown,2000-01-01
8191931,Roshan Gaming,,Unknown,2000-01-01
8032335,OAPB,,Unknown,2000-01-01
9277872,歼星炮,JXP,Unknown,2000-01-01
2537636,Elements Pro Gaming,EPG,Unknown,2000-01-01
7439020,GHOST WALK,GW,Unknown,2000-01-01
9928121,Suhariki,8121,Unknown,2000-01-01
8937383,Mind Games,MG,Unknown,2000-01-01
3931002,is GG,is GG,Unknown,2000-01-01
8091161,HAVU Gaming,HAVU,Unknown,2000-01-01
1422987,Jungles King,JK,Unknown,2000-01-01
3704482,SK-_-'iter (evil)!,SK-_-'iter,Unknown,2000-01-01
8964296,Langlei,LnG,Unknown,2000-01-01
2643401,CDEC.Avenger,,Unknown,2000-01-01
77666,LGD-GAMING.int,LGD.int,Unknown,2000-01-01
2059672,FireDota,Fire,Unknown,2000-01-01
7554685,MR,Mr,Unknown,2000-01-01
8944582,Lilgun,lg,Unknown,2000-01-01
6980042,Team Oracle,Oracle,Unknown,2000-01-01
8056851,Ares Gaming,,Unknown,2000-01-01
8668524,Anonymous Esports,AE,Unknown,2000-01-01
9360657,Team Bocil,TB,Unknown,2000-01-01
7666342,Team Having fun,THF,Unknown,2000-01-01
7170428,MarciusTeam,MT,Unknown,2000-01-01
8526121,Kiba Arms,Kiba,Unknown,2000-01-01
8538452,BINOMIX,BINOMIX,Unknown,2000-01-01
9449931,Outcast,Outcast,Unknown,2000-01-01
9006059,Puppet Masters,PM,Unknown,2000-01-01
8533044,X5,X5,Unknown,2000-01-01
8496605,CREEPWAVE,CREEP,Unknown,2000-01-01
8230622,DALANJING GAMING,,Unknown,2000-01-01
7850349,OGOROD,OGOROD,Unknown,2000-01-01
8168204,team void ,void,Unknown,2000-01-01
8526136,Hardcore Ninja,HN,Unknown,2000-01-01
813776,AncientWarriorsGaming,GoL,Unknown,2000-01-01
7668567,Cloud9,C9,Unknown,2000-01-01
8261152,Sable Hat,SaH,Unknown,2000-01-01
8655309,DGG,DGG,Unknown,2000-01-01
7468885,Focus Arena Junior,FA.Jr,Unknown,2000-01-01
9292719,Acatsuki,acAt,Unknown,2000-01-01
6465093,ForTheDream,FTD,Unknown,2000-01-01
8336498,PentAce,PA5,Unknown,2000-01-01
6266246,MOD ESPORTS,MOD,Unknown,2000-01-01
9302709,Titan,,Unknown,2000-01-01
8604313,DISrespect,DIS,Unknown,2000-01-01
8800176,Purple Paradox,PP,Unknown,2000-01-01
9759368,Nethercore,,Unknown,2000-01-01
5767350,Elements Pro Gaming,EPG,Unknown,2000-01-01
2242024,Quantic.Young,Q.Yo,Unknown,2000-01-01
9143553,x5 Gaming,x5 Gaming,Unknown,2000-01-01
8790759,Deep Ravage,DR,Unknown,2000-01-01
8799593,OTHERS ,others,Unknown,2000-01-01
6685660,fourzerozone,[40z],Unknown,2000-01-01
8540562,Шишки,TD,Unknown,2000-01-01
6165106,ХЕЙТЕРЫ ПОЛИНЫ ,,Unknown,2000-01-01
8118436,Zero,Zero,Unknown,2000-01-01
9530572,Evil Angels ,EvilA.,Unknown,2000-01-01
6462854,Pavaga Junior,PVG.J,Unknown,2000-01-01
6569799,Main Sabun,MSabun,Unknown,2000-01-01
9664424,CHOPAN ESPORTS,CHPN,Unknown,2000-01-01
7391517,Jinx_Pro_Amanda,JPA,Unknown,2000-01-01
9223943,Rabbits of Revenge,Ror,Unknown,2000-01-01
7856045,Dexterity,Dexterity,Unknown,2000-01-01
2224698,O1d Boys,Old boys,Unknown,2000-01-01
9132053,ua rejects,ua,Unknown,2000-01-01
5124585,Alter Ego,AlterEgo,Unknown,2000-01-01
5165603,EPHEMERAL TEAM,PHMRL,Unknown,2000-01-01
10075251,Bayou Bloodseekers,BB,Unknown,2000-01-01
9462373,HardBass Team,HBT,Unknown,2000-01-01
